names,masks
"(6765,9020,512,512)","(6765,9020,512,512)"
"(6765,9225,512,512)","(6765,9225,512,512)"
"(6765,9430,512,512)","(6765,9430,512,512)"
"(6765,9635,512,512)","(6765,9635,512,512)"
"(6765,9840,512,512)","(6765,9840,512,512)"
"(6765,10045,512,512)","(6765,10045,512,512)"
"(6765,10250,512,512)","(6765,10250,512,512)"
"(6765,10455,512,512)","(6765,10455,512,512)"
"(6970,205,512,512)","(6970,205,512,512)"
"(6970,410,512,512)","(6970,410,512,512)"
"(6970,615,512,512)","(6970,615,512,512)"
"(6970,820,512,512)","(6970,820,512,512)"
"(6970,1025,512,512)","(6970,1025,512,512)"
"(6970,1230,512,512)","(6970,1230,512,512)"
"(6970,1435,512,512)","(6970,1435,512,512)"
"(6970,1640,512,512)","(6970,1640,512,512)"
"(6970,1845,512,512)","(6970,1845,512,512)"
"(6970,2050,512,512)","(6970,2050,512,512)"
"(6970,2255,512,512)","(6970,2255,512,512)"
"(6970,2460,512,512)","(6970,2460,512,512)"
"(6970,2665,512,512)","(6970,2665,512,512)"
"(6970,2870,512,512)","(6970,2870,512,512)"
"(6970,3075,512,512)","(6970,3075,512,512)"
"(6970,3280,512,512)","(6970,3280,512,512)"
"(6970,3485,512,512)","(6970,3485,512,512)"
"(6970,3690,512,512)","(6970,3690,512,512)"
"(6970,3895,512,512)","(6970,3895,512,512)"
"(6970,4100,512,512)","(6970,4100,512,512)"
"(6970,4305,512,512)","(6970,4305,512,512)"
"(6970,4510,512,512)","(6970,4510,512,512)"
"(6970,4715,512,512)","(6970,4715,512,512)"
"(6970,4920,512,512)","(6970,4920,512,512)"
"(6970,5125,512,512)","(6970,5125,512,512)"
"(6970,5330,512,512)","(6970,5330,512,512)"
"(6970,5535,512,512)","(6970,5535,512,512)"
"(6970,5740,512,512)","(6970,5740,512,512)"
"(6970,5945,512,512)","(6970,5945,512,512)"
"(6970,6150,512,512)","(6970,6150,512,512)"
"(6970,6355,512,512)","(6970,6355,512,512)"
"(6970,6560,512,512)","(6970,6560,512,512)"
"(6970,6765,512,512)","(6970,6765,512,512)"
"(6970,6970,512,512)","(6970,6970,512,512)"
"(6970,7175,512,512)","(6970,7175,512,512)"
"(6970,7380,512,512)","(6970,7380,512,512)"
"(6970,7585,512,512)","(6970,7585,512,512)"
"(6970,7790,512,512)","(6970,7790,512,512)"
"(6970,7995,512,512)","(6970,7995,512,512)"
"(6970,8200,512,512)","(6970,8200,512,512)"
"(6970,8405,512,512)","(6970,8405,512,512)"
"(6970,8610,512,512)","(6970,8610,512,512)"
"(6970,8815,512,512)","(6970,8815,512,512)"
"(6970,9020,512,512)","(6970,9020,512,512)"
"(6970,9225,512,512)","(6970,9225,512,512)"
"(6970,9430,512,512)","(6970,9430,512,512)"
"(6970,9635,512,512)","(6970,9635,512,512)"
"(6970,9840,512,512)","(6970,9840,512,512)"
"(6970,10045,512,512)","(6970,10045,512,512)"
"(6970,10250,512,512)","(6970,10250,512,512)"
"(6970,10455,512,512)","(6970,10455,512,512)"
"(7175,205,512,512)","(7175,205,512,512)"
"(7175,410,512,512)","(7175,410,512,512)"
"(7175,615,512,512)","(7175,615,512,512)"
"(7175,820,512,512)","(7175,820,512,512)"
"(7175,1025,512,512)","(7175,1025,512,512)"
"(7175,1230,512,512)","(7175,1230,512,512)"
"(7175,1435,512,512)","(7175,1435,512,512)"
"(7175,1640,512,512)","(7175,1640,512,512)"
"(7175,1845,512,512)","(7175,1845,512,512)"
"(7175,2050,512,512)","(7175,2050,512,512)"
"(7175,2255,512,512)","(7175,2255,512,512)"
"(7175,2460,512,512)","(7175,2460,512,512)"
"(7175,2665,512,512)","(7175,2665,512,512)"
"(7175,2870,512,512)","(7175,2870,512,512)"
"(7175,3075,512,512)","(7175,3075,512,512)"
"(7175,3280,512,512)","(7175,3280,512,512)"
"(7175,3485,512,512)","(7175,3485,512,512)"
"(7175,3690,512,512)","(7175,3690,512,512)"
"(7175,3895,512,512)","(7175,3895,512,512)"
"(7175,4100,512,512)","(7175,4100,512,512)"
"(7175,4305,512,512)","(7175,4305,512,512)"
"(7175,4510,512,512)","(7175,4510,512,512)"
"(7175,4715,512,512)","(7175,4715,512,512)"
"(7175,4920,512,512)","(7175,4920,512,512)"
"(7175,5125,512,512)","(7175,5125,512,512)"
"(7175,5330,512,512)","(7175,5330,512,512)"
"(7175,5535,512,512)","(7175,5535,512,512)"
"(7175,5740,512,512)","(7175,5740,512,512)"
"(7175,5945,512,512)","(7175,5945,512,512)"
"(7175,6150,512,512)","(7175,6150,512,512)"
"(7175,6355,512,512)","(7175,6355,512,512)"
"(7175,6560,512,512)","(7175,6560,512,512)"
"(7175,6765,512,512)","(7175,6765,512,512)"
"(7175,6970,512,512)","(7175,6970,512,512)"
"(7175,7175,512,512)","(7175,7175,512,512)"
"(7175,7380,512,512)","(7175,7380,512,512)"
"(7175,7585,512,512)","(7175,7585,512,512)"
"(7175,7790,512,512)","(7175,7790,512,512)"
"(7175,7995,512,512)","(7175,7995,512,512)"
"(7175,8200,512,512)","(7175,8200,512,512)"
"(7175,8405,512,512)","(7175,8405,512,512)"
"(7175,8610,512,512)","(7175,8610,512,512)"
"(7175,8815,512,512)","(7175,8815,512,512)"
"(7175,9020,512,512)","(7175,9020,512,512)"
"(7175,9225,512,512)","(7175,9225,512,512)"
"(7175,9430,512,512)","(7175,9430,512,512)"
"(7175,9635,512,512)","(7175,9635,512,512)"
"(7175,9840,512,512)","(7175,9840,512,512)"
"(7175,10045,512,512)","(7175,10045,512,512)"
"(7175,10250,512,512)","(7175,10250,512,512)"
"(7175,10455,512,512)","(7175,10455,512,512)"
"(7175,10660,512,512)","(7175,10660,512,512)"
"(7380,205,512,512)","(7380,205,512,512)"
"(7380,410,512,512)","(7380,410,512,512)"
"(7380,615,512,512)","(7380,615,512,512)"
"(7380,820,512,512)","(7380,820,512,512)"
"(7380,1025,512,512)","(7380,1025,512,512)"
"(7380,1230,512,512)","(7380,1230,512,512)"
"(7380,1435,512,512)","(7380,1435,512,512)"
"(7380,1640,512,512)","(7380,1640,512,512)"
"(7380,1845,512,512)","(7380,1845,512,512)"
"(7380,2050,512,512)","(7380,2050,512,512)"
"(7380,2255,512,512)","(7380,2255,512,512)"
"(7380,2460,512,512)","(7380,2460,512,512)"
"(7380,2665,512,512)","(7380,2665,512,512)"
"(7380,2870,512,512)","(7380,2870,512,512)"
"(7380,3075,512,512)","(7380,3075,512,512)"
"(7380,3280,512,512)","(7380,3280,512,512)"
"(7380,3485,512,512)","(7380,3485,512,512)"
"(7380,3690,512,512)","(7380,3690,512,512)"
"(7380,3895,512,512)","(7380,3895,512,512)"
"(7380,4100,512,512)","(7380,4100,512,512)"
"(7380,4305,512,512)","(7380,4305,512,512)"
"(7380,4510,512,512)","(7380,4510,512,512)"
"(7380,4715,512,512)","(7380,4715,512,512)"
"(7380,4920,512,512)","(7380,4920,512,512)"
"(7380,5125,512,512)","(7380,5125,512,512)"
"(7380,5330,512,512)","(7380,5330,512,512)"
"(7380,5535,512,512)","(7380,5535,512,512)"
"(7380,5740,512,512)","(7380,5740,512,512)"
"(7380,5945,512,512)","(7380,5945,512,512)"
"(7380,6150,512,512)","(7380,6150,512,512)"
"(7380,6355,512,512)","(7380,6355,512,512)"
"(7380,6560,512,512)","(7380,6560,512,512)"
"(7380,6765,512,512)","(7380,6765,512,512)"
"(7380,6970,512,512)","(7380,6970,512,512)"
"(7380,7175,512,512)","(7380,7175,512,512)"
"(7380,7380,512,512)","(7380,7380,512,512)"
"(7380,7585,512,512)","(7380,7585,512,512)"
"(7380,7790,512,512)","(7380,7790,512,512)"
"(7380,7995,512,512)","(7380,7995,512,512)"
"(7380,8200,512,512)","(7380,8200,512,512)"
"(7380,8405,512,512)","(7380,8405,512,512)"
"(7380,8610,512,512)","(7380,8610,512,512)"
"(7380,8815,512,512)","(7380,8815,512,512)"
"(7380,9020,512,512)","(7380,9020,512,512)"
"(7380,9225,512,512)","(7380,9225,512,512)"
"(7380,9430,512,512)","(7380,9430,512,512)"
"(7380,9635,512,512)","(7380,9635,512,512)"
"(7380,9840,512,512)","(7380,9840,512,512)"
"(7380,10045,512,512)","(7380,10045,512,512)"
"(7380,10250,512,512)","(7380,10250,512,512)"
"(7380,10455,512,512)","(7380,10455,512,512)"
"(7380,10660,512,512)","(7380,10660,512,512)"
"(7585,205,512,512)","(7585,205,512,512)"
"(7585,410,512,512)","(7585,410,512,512)"
"(7585,615,512,512)","(7585,615,512,512)"
"(7585,820,512,512)","(7585,820,512,512)"
"(7585,1025,512,512)","(7585,1025,512,512)"
"(7585,1230,512,512)","(7585,1230,512,512)"
"(7585,1435,512,512)","(7585,1435,512,512)"
"(7585,1640,512,512)","(7585,1640,512,512)"
"(7585,1845,512,512)","(7585,1845,512,512)"
"(7585,2050,512,512)","(7585,2050,512,512)"
"(7585,2255,512,512)","(7585,2255,512,512)"
"(7585,2460,512,512)","(7585,2460,512,512)"
"(7585,2665,512,512)","(7585,2665,512,512)"
"(7585,2870,512,512)","(7585,2870,512,512)"
"(7585,3075,512,512)","(7585,3075,512,512)"
"(7585,3280,512,512)","(7585,3280,512,512)"
"(7585,3485,512,512)","(7585,3485,512,512)"
"(7585,3690,512,512)","(7585,3690,512,512)"
"(7585,3895,512,512)","(7585,3895,512,512)"
"(7585,4100,512,512)","(7585,4100,512,512)"
"(7585,4305,512,512)","(7585,4305,512,512)"
"(7585,4510,512,512)","(7585,4510,512,512)"
"(7585,4715,512,512)","(7585,4715,512,512)"
"(7585,4920,512,512)","(7585,4920,512,512)"
"(7585,5125,512,512)","(7585,5125,512,512)"
"(7585,5330,512,512)","(7585,5330,512,512)"
"(7585,5535,512,512)","(7585,5535,512,512)"
"(7585,5740,512,512)","(7585,5740,512,512)"
"(7585,5945,512,512)","(7585,5945,512,512)"
"(7585,6150,512,512)","(7585,6150,512,512)"
"(7585,6355,512,512)","(7585,6355,512,512)"
"(7585,6560,512,512)","(7585,6560,512,512)"
"(7585,6765,512,512)","(7585,6765,512,512)"
"(7585,6970,512,512)","(7585,6970,512,512)"
"(7585,7175,512,512)","(7585,7175,512,512)"
"(7585,7380,512,512)","(7585,7380,512,512)"
"(7585,7585,512,512)","(7585,7585,512,512)"
"(7585,7790,512,512)","(7585,7790,512,512)"
"(7585,7995,512,512)","(7585,7995,512,512)"
"(7585,8200,512,512)","(7585,8200,512,512)"
"(7585,8405,512,512)","(7585,8405,512,512)"
"(7585,8610,512,512)","(7585,8610,512,512)"
"(7585,8815,512,512)","(7585,8815,512,512)"
"(7585,9020,512,512)","(7585,9020,512,512)"
"(7585,9225,512,512)","(7585,9225,512,512)"
"(7585,9430,512,512)","(7585,9430,512,512)"
"(7585,9635,512,512)","(7585,9635,512,512)"
"(7585,9840,512,512)","(7585,9840,512,512)"
"(7585,10045,512,512)","(7585,10045,512,512)"
"(7585,10250,512,512)","(7585,10250,512,512)"
"(7585,10455,512,512)","(7585,10455,512,512)"
"(7585,10660,512,512)","(7585,10660,512,512)"
"(7790,205,512,512)","(7790,205,512,512)"
"(7790,410,512,512)","(7790,410,512,512)"
"(7790,615,512,512)","(7790,615,512,512)"
"(7790,820,512,512)","(7790,820,512,512)"
"(7790,1025,512,512)","(7790,1025,512,512)"
"(7790,1230,512,512)","(7790,1230,512,512)"
"(7790,1435,512,512)","(7790,1435,512,512)"
"(7790,1640,512,512)","(7790,1640,512,512)"
"(7790,1845,512,512)","(7790,1845,512,512)"
"(7790,2050,512,512)","(7790,2050,512,512)"
"(7790,2255,512,512)","(7790,2255,512,512)"
"(7790,2460,512,512)","(7790,2460,512,512)"
"(7790,2665,512,512)","(7790,2665,512,512)"
"(7790,2870,512,512)","(7790,2870,512,512)"
"(7790,3075,512,512)","(7790,3075,512,512)"
"(7790,3280,512,512)","(7790,3280,512,512)"
"(7790,3485,512,512)","(7790,3485,512,512)"
"(7790,3690,512,512)","(7790,3690,512,512)"
"(7790,3895,512,512)","(7790,3895,512,512)"
"(7790,4100,512,512)","(7790,4100,512,512)"
"(7790,4305,512,512)","(7790,4305,512,512)"
"(7790,4510,512,512)","(7790,4510,512,512)"
"(7790,4715,512,512)","(7790,4715,512,512)"
"(7790,4920,512,512)","(7790,4920,512,512)"
"(7790,5125,512,512)","(7790,5125,512,512)"
"(7790,5330,512,512)","(7790,5330,512,512)"
"(7790,5535,512,512)","(7790,5535,512,512)"
"(7790,5740,512,512)","(7790,5740,512,512)"
"(7790,5945,512,512)","(7790,5945,512,512)"
"(7790,6150,512,512)","(7790,6150,512,512)"
"(7790,6355,512,512)","(7790,6355,512,512)"
"(7790,6560,512,512)","(7790,6560,512,512)"
"(7790,6765,512,512)","(7790,6765,512,512)"
"(7790,6970,512,512)","(7790,6970,512,512)"
"(7790,7175,512,512)","(7790,7175,512,512)"
"(7790,7380,512,512)","(7790,7380,512,512)"
"(7790,7585,512,512)","(7790,7585,512,512)"
"(7790,7790,512,512)","(7790,7790,512,512)"
"(7790,7995,512,512)","(7790,7995,512,512)"
"(7790,8200,512,512)","(7790,8200,512,512)"
"(7790,8405,512,512)","(7790,8405,512,512)"
"(7790,8610,512,512)","(7790,8610,512,512)"
"(7790,8815,512,512)","(7790,8815,512,512)"
"(7790,9020,512,512)","(7790,9020,512,512)"
"(7790,9225,512,512)","(7790,9225,512,512)"
"(7790,9430,512,512)","(7790,9430,512,512)"
"(7790,9635,512,512)","(7790,9635,512,512)"
"(7790,9840,512,512)","(7790,9840,512,512)"
"(7790,10045,512,512)","(7790,10045,512,512)"
"(7790,10250,512,512)","(7790,10250,512,512)"
"(7790,10455,512,512)","(7790,10455,512,512)"
"(7790,10660,512,512)","(7790,10660,512,512)"
"(7995,410,512,512)","(7995,410,512,512)"
"(7995,615,512,512)","(7995,615,512,512)"
"(7995,820,512,512)","(7995,820,512,512)"
"(7995,1025,512,512)","(7995,1025,512,512)"
"(7995,1230,512,512)","(7995,1230,512,512)"
"(7995,1435,512,512)","(7995,1435,512,512)"
"(7995,1640,512,512)","(7995,1640,512,512)"
"(7995,1845,512,512)","(7995,1845,512,512)"
"(7995,2050,512,512)","(7995,2050,512,512)"
"(7995,2255,512,512)","(7995,2255,512,512)"
"(7995,2460,512,512)","(7995,2460,512,512)"
"(7995,2665,512,512)","(7995,2665,512,512)"
"(7995,2870,512,512)","(7995,2870,512,512)"
"(7995,3075,512,512)","(7995,3075,512,512)"
"(7995,3280,512,512)","(7995,3280,512,512)"
"(7995,3485,512,512)","(7995,3485,512,512)"
"(7995,3690,512,512)","(7995,3690,512,512)"
"(7995,3895,512,512)","(7995,3895,512,512)"
"(7995,4100,512,512)","(7995,4100,512,512)"
"(7995,4305,512,512)","(7995,4305,512,512)"
"(7995,4510,512,512)","(7995,4510,512,512)"
"(7995,4715,512,512)","(7995,4715,512,512)"
"(7995,4920,512,512)","(7995,4920,512,512)"
"(7995,5125,512,512)","(7995,5125,512,512)"
"(7995,5330,512,512)","(7995,5330,512,512)"
"(7995,5535,512,512)","(7995,5535,512,512)"
"(7995,5740,512,512)","(7995,5740,512,512)"
"(7995,5945,512,512)","(7995,5945,512,512)"
"(7995,6150,512,512)","(7995,6150,512,512)"
"(7995,6355,512,512)","(7995,6355,512,512)"
"(7995,6560,512,512)","(7995,6560,512,512)"
"(7995,6765,512,512)","(7995,6765,512,512)"
"(7995,6970,512,512)","(7995,6970,512,512)"
"(7995,7175,512,512)","(7995,7175,512,512)"
"(7995,7380,512,512)","(7995,7380,512,512)"
"(7995,7585,512,512)","(7995,7585,512,512)"
"(7995,7790,512,512)","(7995,7790,512,512)"
"(7995,7995,512,512)","(7995,7995,512,512)"
"(7995,8200,512,512)","(7995,8200,512,512)"
"(7995,8405,512,512)","(7995,8405,512,512)"
"(7995,8610,512,512)","(7995,8610,512,512)"
"(7995,8815,512,512)","(7995,8815,512,512)"
"(7995,9020,512,512)","(7995,9020,512,512)"
"(7995,9225,512,512)","(7995,9225,512,512)"
"(7995,9430,512,512)","(7995,9430,512,512)"
"(7995,9635,512,512)","(7995,9635,512,512)"
"(7995,9840,512,512)","(7995,9840,512,512)"
"(7995,10045,512,512)","(7995,10045,512,512)"
"(7995,10250,512,512)","(7995,10250,512,512)"
"(7995,10455,512,512)","(7995,10455,512,512)"
"(7995,10660,512,512)","(7995,10660,512,512)"
"(8200,410,512,512)","(8200,410,512,512)"
"(8200,615,512,512)","(8200,615,512,512)"
"(8200,820,512,512)","(8200,820,512,512)"
"(8200,1025,512,512)","(8200,1025,512,512)"
"(8200,1230,512,512)","(8200,1230,512,512)"
"(8200,1435,512,512)","(8200,1435,512,512)"
"(8200,1640,512,512)","(8200,1640,512,512)"
"(8200,1845,512,512)","(8200,1845,512,512)"
"(8200,2050,512,512)","(8200,2050,512,512)"
"(8200,2255,512,512)","(8200,2255,512,512)"
"(8200,2460,512,512)","(8200,2460,512,512)"
"(8200,2665,512,512)","(8200,2665,512,512)"
"(8200,2870,512,512)","(8200,2870,512,512)"
"(8200,3075,512,512)","(8200,3075,512,512)"
"(8200,3280,512,512)","(8200,3280,512,512)"
"(8200,3485,512,512)","(8200,3485,512,512)"
"(8200,3690,512,512)","(8200,3690,512,512)"
"(8200,3895,512,512)","(8200,3895,512,512)"
"(8200,4100,512,512)","(8200,4100,512,512)"
"(8200,4305,512,512)","(8200,4305,512,512)"
"(8200,4510,512,512)","(8200,4510,512,512)"
"(8200,4715,512,512)","(8200,4715,512,512)"
"(8200,4920,512,512)","(8200,4920,512,512)"
"(8200,5125,512,512)","(8200,5125,512,512)"
"(8200,5330,512,512)","(8200,5330,512,512)"
"(8200,5535,512,512)","(8200,5535,512,512)"
"(8200,5740,512,512)","(8200,5740,512,512)"
"(8200,5945,512,512)","(8200,5945,512,512)"
"(8200,6150,512,512)","(8200,6150,512,512)"
"(8200,6355,512,512)","(8200,6355,512,512)"
"(8200,6560,512,512)","(8200,6560,512,512)"
"(8200,6765,512,512)","(8200,6765,512,512)"
"(8200,6970,512,512)","(8200,6970,512,512)"
"(8200,7175,512,512)","(8200,7175,512,512)"
"(8200,7380,512,512)","(8200,7380,512,512)"
"(8200,7585,512,512)","(8200,7585,512,512)"
"(8200,7790,512,512)","(8200,7790,512,512)"
"(8200,7995,512,512)","(8200,7995,512,512)"
"(8200,8200,512,512)","(8200,8200,512,512)"
"(8200,8405,512,512)","(8200,8405,512,512)"
"(8200,8610,512,512)","(8200,8610,512,512)"
"(8200,8815,512,512)","(8200,8815,512,512)"
"(8200,9020,512,512)","(8200,9020,512,512)"
"(8200,9225,512,512)","(8200,9225,512,512)"
"(8200,9430,512,512)","(8200,9430,512,512)"
"(8200,9635,512,512)","(8200,9635,512,512)"
"(8200,9840,512,512)","(8200,9840,512,512)"
"(8200,10045,512,512)","(8200,10045,512,512)"
"(8200,10250,512,512)","(8200,10250,512,512)"
"(8200,10455,512,512)","(8200,10455,512,512)"
"(8200,10660,512,512)","(8200,10660,512,512)"
"(8405,410,512,512)","(8405,410,512,512)"
"(8405,615,512,512)","(8405,615,512,512)"
"(8405,820,512,512)","(8405,820,512,512)"
"(8405,1025,512,512)","(8405,1025,512,512)"
"(8405,1230,512,512)","(8405,1230,512,512)"
"(8405,1435,512,512)","(8405,1435,512,512)"
"(8405,1640,512,512)","(8405,1640,512,512)"
"(8405,1845,512,512)","(8405,1845,512,512)"
"(8405,2050,512,512)","(8405,2050,512,512)"
"(8405,2255,512,512)","(8405,2255,512,512)"
"(8405,2460,512,512)","(8405,2460,512,512)"
"(8405,2665,512,512)","(8405,2665,512,512)"
"(8405,2870,512,512)","(8405,2870,512,512)"
"(8405,3075,512,512)","(8405,3075,512,512)"
"(8405,3280,512,512)","(8405,3280,512,512)"
"(8405,3485,512,512)","(8405,3485,512,512)"
"(8405,3690,512,512)","(8405,3690,512,512)"
"(8405,3895,512,512)","(8405,3895,512,512)"
"(8405,4100,512,512)","(8405,4100,512,512)"
"(8405,4305,512,512)","(8405,4305,512,512)"
"(8405,4510,512,512)","(8405,4510,512,512)"
"(8405,4715,512,512)","(8405,4715,512,512)"
"(8405,4920,512,512)","(8405,4920,512,512)"
"(8405,5125,512,512)","(8405,5125,512,512)"
"(8405,5330,512,512)","(8405,5330,512,512)"
"(8405,5535,512,512)","(8405,5535,512,512)"
"(8405,5740,512,512)","(8405,5740,512,512)"
"(8405,5945,512,512)","(8405,5945,512,512)"
"(8405,6150,512,512)","(8405,6150,512,512)"
"(8405,6355,512,512)","(8405,6355,512,512)"
"(8405,6560,512,512)","(8405,6560,512,512)"
"(8405,6765,512,512)","(8405,6765,512,512)"
"(8405,6970,512,512)","(8405,6970,512,512)"
"(8405,7175,512,512)","(8405,7175,512,512)"
"(8405,7380,512,512)","(8405,7380,512,512)"
"(8405,7585,512,512)","(8405,7585,512,512)"
"(8405,7790,512,512)","(8405,7790,512,512)"
"(8405,7995,512,512)","(8405,7995,512,512)"
"(8405,8200,512,512)","(8405,8200,512,512)"
"(8405,8405,512,512)","(8405,8405,512,512)"
"(8405,8610,512,512)","(8405,8610,512,512)"
"(8405,8815,512,512)","(8405,8815,512,512)"
"(8405,9020,512,512)","(8405,9020,512,512)"
"(8405,9225,512,512)","(8405,9225,512,512)"
"(8405,9430,512,512)","(8405,9430,512,512)"
"(8405,9635,512,512)","(8405,9635,512,512)"
"(8405,9840,512,512)","(8405,9840,512,512)"
"(8405,10045,512,512)","(8405,10045,512,512)"
"(8405,10250,512,512)","(8405,10250,512,512)"
"(8405,10455,512,512)","(8405,10455,512,512)"
"(8405,10660,512,512)","(8405,10660,512,512)"
"(8610,410,512,512)","(8610,410,512,512)"
"(8610,615,512,512)","(8610,615,512,512)"
"(8610,820,512,512)","(8610,820,512,512)"
"(8610,1025,512,512)","(8610,1025,512,512)"
"(8610,1230,512,512)","(8610,1230,512,512)"
"(8610,1435,512,512)","(8610,1435,512,512)"
"(8610,1640,512,512)","(8610,1640,512,512)"
"(8610,1845,512,512)","(8610,1845,512,512)"
"(8610,2050,512,512)","(8610,2050,512,512)"
"(8610,2255,512,512)","(8610,2255,512,512)"
"(8610,2460,512,512)","(8610,2460,512,512)"
"(8610,2665,512,512)","(8610,2665,512,512)"
"(8610,2870,512,512)","(8610,2870,512,512)"
"(8610,3075,512,512)","(8610,3075,512,512)"
"(8610,3280,512,512)","(8610,3280,512,512)"
"(8610,3485,512,512)","(8610,3485,512,512)"
"(8610,3690,512,512)","(8610,3690,512,512)"
"(8610,3895,512,512)","(8610,3895,512,512)"
"(8610,4100,512,512)","(8610,4100,512,512)"
"(8610,4305,512,512)","(8610,4305,512,512)"
"(8610,4510,512,512)","(8610,4510,512,512)"
"(8610,4715,512,512)","(8610,4715,512,512)"
"(8610,4920,512,512)","(8610,4920,512,512)"
"(8610,5125,512,512)","(8610,5125,512,512)"
"(8610,5330,512,512)","(8610,5330,512,512)"
"(8610,5535,512,512)","(8610,5535,512,512)"
"(8610,5740,512,512)","(8610,5740,512,512)"
"(8610,5945,512,512)","(8610,5945,512,512)"
"(8610,6150,512,512)","(8610,6150,512,512)"
"(8610,6355,512,512)","(8610,6355,512,512)"
"(8610,6560,512,512)","(8610,6560,512,512)"
"(8610,6765,512,512)","(8610,6765,512,512)"
"(8610,6970,512,512)","(8610,6970,512,512)"
"(8610,7175,512,512)","(8610,7175,512,512)"
"(8610,7380,512,512)","(8610,7380,512,512)"
"(8610,7585,512,512)","(8610,7585,512,512)"
"(8610,7790,512,512)","(8610,7790,512,512)"
"(8610,7995,512,512)","(8610,7995,512,512)"
"(8610,8200,512,512)","(8610,8200,512,512)"
"(8610,8405,512,512)","(8610,8405,512,512)"
"(8610,8610,512,512)","(8610,8610,512,512)"
"(8610,8815,512,512)","(8610,8815,512,512)"
"(8610,9020,512,512)","(8610,9020,512,512)"
"(8610,9225,512,512)","(8610,9225,512,512)"
"(8610,9430,512,512)","(8610,9430,512,512)"
"(8610,9635,512,512)","(8610,9635,512,512)"
"(8610,9840,512,512)","(8610,9840,512,512)"
"(8610,10045,512,512)","(8610,10045,512,512)"
"(8610,10250,512,512)","(8610,10250,512,512)"
"(8610,10455,512,512)","(8610,10455,512,512)"
"(8610,10660,512,512)","(8610,10660,512,512)"
"(8815,410,512,512)","(8815,410,512,512)"
"(8815,615,512,512)","(8815,615,512,512)"
"(8815,820,512,512)","(8815,820,512,512)"
"(8815,1025,512,512)","(8815,1025,512,512)"
"(8815,1230,512,512)","(8815,1230,512,512)"
"(8815,1435,512,512)","(8815,1435,512,512)"
"(8815,1640,512,512)","(8815,1640,512,512)"
"(8815,1845,512,512)","(8815,1845,512,512)"
"(8815,2050,512,512)","(8815,2050,512,512)"
"(8815,2255,512,512)","(8815,2255,512,512)"
"(8815,2460,512,512)","(8815,2460,512,512)"
"(8815,2665,512,512)","(8815,2665,512,512)"
"(8815,2870,512,512)","(8815,2870,512,512)"
"(8815,3075,512,512)","(8815,3075,512,512)"
"(8815,3280,512,512)","(8815,3280,512,512)"
"(8815,3485,512,512)","(8815,3485,512,512)"
"(8815,3690,512,512)","(8815,3690,512,512)"
"(8815,3895,512,512)","(8815,3895,512,512)"
"(8815,4100,512,512)","(8815,4100,512,512)"
"(8815,4305,512,512)","(8815,4305,512,512)"
"(8815,4510,512,512)","(8815,4510,512,512)"
"(8815,4715,512,512)","(8815,4715,512,512)"
"(8815,4920,512,512)","(8815,4920,512,512)"
"(8815,5125,512,512)","(8815,5125,512,512)"
"(8815,5330,512,512)","(8815,5330,512,512)"
"(8815,5535,512,512)","(8815,5535,512,512)"
"(8815,5740,512,512)","(8815,5740,512,512)"
"(8815,5945,512,512)","(8815,5945,512,512)"
"(8815,6150,512,512)","(8815,6150,512,512)"
"(8815,6355,512,512)","(8815,6355,512,512)"
"(8815,6560,512,512)","(8815,6560,512,512)"
"(8815,6765,512,512)","(8815,6765,512,512)"
"(8815,6970,512,512)","(8815,6970,512,512)"
"(8815,7175,512,512)","(8815,7175,512,512)"
"(8815,7380,512,512)","(8815,7380,512,512)"
"(8815,7585,512,512)","(8815,7585,512,512)"
"(8815,7790,512,512)","(8815,7790,512,512)"
"(8815,7995,512,512)","(8815,7995,512,512)"
"(8815,8200,512,512)","(8815,8200,512,512)"
"(8815,8405,512,512)","(8815,8405,512,512)"
"(8815,8610,512,512)","(8815,8610,512,512)"
"(8815,8815,512,512)","(8815,8815,512,512)"
"(8815,9020,512,512)","(8815,9020,512,512)"
"(8815,9225,512,512)","(8815,9225,512,512)"
"(8815,9430,512,512)","(8815,9430,512,512)"
"(8815,9635,512,512)","(8815,9635,512,512)"
"(8815,9840,512,512)","(8815,9840,512,512)"
"(8815,10045,512,512)","(8815,10045,512,512)"
"(8815,10250,512,512)","(8815,10250,512,512)"
"(8815,10455,512,512)","(8815,10455,512,512)"
"(8815,10660,512,512)","(8815,10660,512,512)"
"(9020,410,512,512)","(9020,410,512,512)"
"(9020,615,512,512)","(9020,615,512,512)"
"(9020,820,512,512)","(9020,820,512,512)"
"(9020,1025,512,512)","(9020,1025,512,512)"
"(9020,1230,512,512)","(9020,1230,512,512)"
"(9020,1435,512,512)","(9020,1435,512,512)"
"(9020,1640,512,512)","(9020,1640,512,512)"
"(9020,1845,512,512)","(9020,1845,512,512)"
"(9020,2050,512,512)","(9020,2050,512,512)"
"(9020,2255,512,512)","(9020,2255,512,512)"
"(9020,2460,512,512)","(9020,2460,512,512)"
"(9020,2665,512,512)","(9020,2665,512,512)"
"(9020,2870,512,512)","(9020,2870,512,512)"
"(9020,3075,512,512)","(9020,3075,512,512)"
"(9020,3280,512,512)","(9020,3280,512,512)"
"(9020,3485,512,512)","(9020,3485,512,512)"
"(9020,3690,512,512)","(9020,3690,512,512)"
"(9020,3895,512,512)","(9020,3895,512,512)"
"(9020,4100,512,512)","(9020,4100,512,512)"
